"X.1","X","EventDate","Region","EventName","RunTime","AgeCategory","Sex","AgeGrading","RunTimeSeconds","RunTimeHours","AverageSpeed","Time","Type","met_domain_name","version_num","src_id","WindDirection","WindSpeed","Temp","WetBulb","RH","RunTimeMinutes"
15,15,"08/01/2011","Greater London","bedfont","00:36:17","VM65-69","M","0.462103813",2177,0.604722222,8.268259072,"09:00:00"," WMO"," SYNOP",1,708,230,18,10,8.9,85.8,36.28333333
986,986,"09/04/2011","Greater London","bedfont","00:31:49","VM65-69","M","0.526977475",1909,0.530277778,9.42902043,"09:00:00"," WMO"," SYNOP",1,708,60,6,14.7,10.5,55.3,31.81666667
1078,1078,"16/04/2011","Greater London","bedfont","00:29:45","VM65-69","M","0.563585434",1785,0.495833333,10.08403361,"09:00:00"," WMO"," SYNOP",1,708,190,3,12.3,9.9,71.6,29.75
1168,1168,"23/04/2011","Greater London","bedfont","00:30:10","VM65-69","M","0.555801105",1810,0.502777778,9.944751381,"09:00:00"," WMO"," SYNOP",1,708,40,2,20.4,14.8,51.4,30.16666667
1259,1259,"30/04/2011","Greater London","bedfont","00:30:20","VM65-69","M","0.552747253",1820,0.505555556,9.89010989,"09:00:00"," WMO"," SYNOP",1,708,70,12,16.1,12.1,59.5,30.33333333
1452,1452,"14/05/2011","Greater London","bedfont","00:29:23","VM65-69","M","0.593306863",1763,0.489722222,10.20986954,"09:00:00"," WMO"," SYNOP",1,708,280,11,13.5,9.1,51.6,29.38333333
1554,1554,"21/05/2011","Greater London","bedfont","00:29:55","VM65-69","M","0.560445682",1795,0.498611111,10.02785515,"09:00:00"," WMO"," SYNOP",1,708,210,10,17.2,12.6,55.2,29.91666667
1611,1611,"28/05/2011","Greater London","bedfont","00:26:45","VM70-74","M","0.66728972",1605,0.445833333,11.21495327,"09:00:00"," WMO"," SYNOP",1,708,230,13,13.7,11.2,71.9,26.75
1860,1860,"11/06/2011","Greater London","bedfont","00:27:29","VM65-69","M","0.634323833",1649,0.458055556,10.91570649,"09:00:00"," WMO"," SYNOP",1,708,260,7,11.7,9.8,76.9,27.48333333
1979,1979,"25/06/2011","Greater London","bedfont","00:27:15","VM75-79","M","0.70764526",1635,0.454166667,11.00917431,"09:00:00"," WMO"," SYNOP",1,708,240,14,17.1,15.8,86.6,27.25
1988,1988,"25/06/2011","Greater London","bedfont","00:22:53","VM65-69","M","0.739985433",1373,0.381388889,13.10997815,"09:00:00"," WMO"," SYNOP",1,708,240,14,17.1,15.8,86.6,22.88333333
2236,2236,"09/07/2011","Greater London","bedfont","00:31:52","VM65-69","M","0.526150628",1912,0.531111111,9.414225941,"09:00:00"," WMO"," SYNOP",1,708,230,12,17.6,14.3,67.8,31.86666667
2291,2291,"16/07/2011","Greater London","bedfont","00:34:01","VM70-74","M","0.53944145",2041,0.566944444,8.819206271,"09:00:00"," WMO"," SYNOP",1,708,190,11,16.9,15.8,88.7,34.01666667
2325,2325,"16/07/2011","Greater London","bedfont","00:30:39","VM65-69","M","0.547036433",1839,0.510833333,9.787928222,"09:00:00"," WMO"," SYNOP",1,708,190,11,16.9,15.8,88.7,30.65
2385,2385,"23/07/2011","Greater London","bedfont","00:21:34","VM65-69","M","0.792117465",1294,0.359444444,13.91035549,"09:00:00"," WMO"," SYNOP",1,708,320,9,14.7,11,60.5,21.56666667
2421,2421,"23/07/2011","Greater London","bedfont","00:30:32","VM65-69","M","0.549126638",1832,0.508888889,9.825327511,"09:00:00"," WMO"," SYNOP",1,708,320,9,14.7,11,60.5,30.53333333
2428,2428,"23/07/2011","Greater London","bedfont","00:28:47","VM65-69","M","0.60567458",1727,0.479722222,10.42269832,"09:00:00"," WMO"," SYNOP",1,708,320,9,14.7,11,60.5,28.78333333
2518,2518,"30/07/2011","Greater London","bedfont","00:29:37","VM65-69","M","0.566122679",1777,0.493611111,10.12943163,"09:00:00"," WMO"," SYNOP",1,708,10,7,16,11.9,58.2,29.61666667
2545,2545,"06/08/2011","Greater London","bedfont","00:39:01","VM70-74","M","0.477573686",2341,0.650277778,7.689021786,"09:00:00"," WMO"," SYNOP",1,708,240,7,17.1,14.2,71.1,39.01666667
2611,2611,"06/08/2011","Greater London","bedfont","00:30:45","VM65-69","M","0.545257453",1845,0.5125,9.756097561,"09:00:00"," WMO"," SYNOP",1,708,240,7,17.1,14.2,71.1,30.75
2643,2643,"13/08/2011","Greater London","bedfont","00:39:23","VM70-74","M","0.47312738",2363,0.656388889,7.617435463,"09:00:00"," WMO"," SYNOP",1,708,240,10,18.7,17.5,88.3,39.38333333
2789,2789,"20/08/2011","Greater London","bedfont","00:30:29","VM65-69","M","0.550027337",1829,0.508055556,9.841443412,"09:00:00"," WMO"," SYNOP",1,708,180,5,18.3,15.8,75.7,30.48333333
2820,2820,"27/08/2011","Greater London","bedfont","00:38:07","VM70-74","M","0.488850022",2287,0.635277778,7.870572803,"09:00:00"," WMO"," SYNOP",1,708,280,8,15.2,13,76.4,38.11666667
2901,2901,"27/08/2011","Greater London","bedfont","00:29:25","VM65-69","M","0.592634561",1765,0.490277778,10.19830028,"09:00:00"," WMO"," SYNOP",1,708,280,8,15.2,13,76.4,29.41666667
2923,2923,"03/09/2011","Greater London","bedfont","00:38:59","VM70-74","M","0.477982044",2339,0.649722222,7.695596409,"09:00:00"," WMO"," SYNOP",1,708,210,10,18.1,15.9,78.4,38.98333333
2996,2996,"03/09/2011","Greater London","bedfont","00:31:24","VM65-69","M","0.533970276",1884,0.523333333,9.554140127,"09:00:00"," WMO"," SYNOP",1,708,210,10,18.1,15.9,78.4,31.4
3105,3105,"10/09/2011","Greater London","bedfont","00:28:36","VM65-69","M","0.60955711",1716,0.476666667,10.48951049,"09:00:00"," WMO"," SYNOP",1,708,190,12,21.3,19.8,86.4,28.6
3150,3150,"17/09/2011","Greater London","bedfont","00:37:37","VM70-74","M","0.480726628",2257,0.626944444,7.975188303,"09:00:00"," WMO"," SYNOP",1,708,220,14,15.6,13.6,78.8,37.61666667
3157,3157,"17/09/2011","Greater London","bedfont","00:22:40","VM70-74","M","0.7875",1360,0.377777778,13.23529412,"09:00:00"," WMO"," SYNOP",1,708,220,14,15.6,13.6,78.8,22.66666667
3212,3212,"17/09/2011","Greater London","bedfont","00:31:25","VM65-69","M","0.533687003",1885,0.523611111,9.549071618,"09:00:00"," WMO"," SYNOP",1,708,220,14,15.6,13.6,78.8,31.41666667
3214,3214,"17/09/2011","Greater London","bedfont","00:28:20","VM65-69","M","0.615294118",1700,0.472222222,10.58823529,"09:00:00"," WMO"," SYNOP",1,708,220,14,15.6,13.6,78.8,28.33333333
3239,3239,"24/09/2011","Greater London","bedfont","00:39:40","VM70-74","M","0.469747899",2380,0.661111111,7.56302521,"09:00:00"," WMO"," SYNOP",1,708,150,5,14.7,13.3,84.6,39.66666667
3326,3326,"01/10/2011","Greater London","bedfont","00:38:25","VM70-74","M","0.485032538",2305,0.640277778,7.809110629,"09:00:00"," WMO"," SYNOP",1,708,110,2,20.6,17,67.7,38.41666667
3478,3478,"08/10/2011","Greater London","bedfont","00:31:25","VM65-69","M","0.533687003",1885,0.523611111,9.549071618,"09:00:00"," WMO"," SYNOP",1,708,280,9,11.6,9.3,72,31.41666667
3562,3562,"15/10/2011","Greater London","bedfont","00:31:19","VM65-69","M","0.535391166",1879,0.521944444,9.579563598,"09:00:00"," WMO"," SYNOP",1,708,110,5,11.5,9.3,73.1,31.31666667
3588,3588,"22/10/2011","Greater London","bedfont","00:40:00","VM70-74","M","0.465833333",2400,0.666666667,7.5,"09:00:00"," WMO"," SYNOP",1,708,140,6,9.7,7.4,70,40
3656,3656,"22/10/2011","Greater London","bedfont","00:34:54","VM65-69","M","0.480420248",2094,0.581666667,8.595988539,"09:00:00"," WMO"," SYNOP",1,708,140,6,9.7,7.4,70,34.9
3676,3676,"22/10/2011","Greater London","bedfont","00:34:52","VM65-69","M","0.494741874",2092,0.581111111,8.604206501,"09:00:00"," WMO"," SYNOP",1,708,140,6,9.7,7.4,70,34.86666667
3687,3687,"29/10/2011","Greater London","bedfont","00:37:35","VM70-74","M","0.49578714",2255,0.626388889,7.982261641,"09:00:00"," WMO"," SYNOP",1,708,240,9,12.6,10.7,77.6,37.58333333
3959,3959,"12/11/2011","Greater London","bedfont","00:28:46","VM65-69","M","0.606025492",1726,0.479444444,10.42873696,"09:00:00"," WMO"," SYNOP",1,708,170,3,12.7,12.5,97.6,28.76666667
4468,4468,"24/12/2011","Greater London","bedfont","00:34:52","VM70-74","M","0.505736138",2092,0.581111111,8.604206501,"09:00:00"," WMO"," SYNOP",1,708,270,9,3.5,2.7,86.1,34.86666667
4474,4474,"24/12/2011","Greater London","bedfont","00:28:54","VM70-74","M","0.617647059",1734,0.481666667,10.38062284,"09:00:00"," WMO"," SYNOP",1,708,270,9,3.5,2.7,86.1,28.9
4713,4713,"14/01/2012","Greater London","bedfont","00:40:14","VM70-74","M","0.463131732",2414,0.670555556,7.456503728,"09:00:00"," WMO"," SYNOP",1,708,50,2,-1.8,-2.1,91.8,40.23333333
4781,4781,"14/01/2012","Greater London","bedfont","00:29:32","VM65-69","M","0.590293454",1772,0.492222222,10.15801354,"09:00:00"," WMO"," SYNOP",1,708,50,2,-1.8,-2.1,91.8,29.53333333
4820,4820,"21/01/2012","Greater London","bedfont","00:38:44","VM70-74","M","0.481067126",2324,0.645555556,7.745266781,"09:00:00"," WMO"," SYNOP",1,708,270,14,11,9.4,80,38.73333333
4861,4861,"21/01/2012","Greater London","bedfont","00:28:52","VM65-69","M","0.580831409",1732,0.481111111,10.3926097,"09:00:00"," WMO"," SYNOP",1,708,270,14,11,9.4,80,28.86666667
5290,5290,"25/02/2012","Greater London","bedfont","00:42:09","VM70-74","M","0.442071965",2529,0.7025,7.117437722,"09:00:00"," WMO"," SYNOP",1,708,280,2,7.8,6,74.3,42.15
5327,5327,"25/02/2012","Greater London","bedfont","00:22:12","VM65-69","M","0.777027027",1332,0.37,13.51351351,"09:00:00"," WMO"," SYNOP",1,708,280,2,7.8,6,74.3,22.2
5386,5386,"03/03/2012","Greater London","bedfont","00:43:40","VM70-74","M","0.426717557",2620,0.727777778,6.870229008,"09:00:00"," WMO"," SYNOP",1,708,170,10,9.8,8.8,86.8,43.66666667
5445,5445,"03/03/2012","Greater London","bedfont","00:28:18","VM65-69","M","0.616018846",1698,0.471666667,10.60070671,"09:00:00"," WMO"," SYNOP",1,708,170,10,9.8,8.8,86.8,28.3
5481,5481,"10/03/2012","Greater London","bedfont","00:40:13","VM70-74","M","0.463323663",2413,0.670277778,7.459593867,"09:00:00"," WMO"," SYNOP",1,708,260,7,9.4,8.7,90.4,40.21666667
5548,5548,"10/03/2012","Greater London","bedfont","00:32:23","VM65-69","M","0.522902728",1943,0.539722222,9.264024704,"09:00:00"," WMO"," SYNOP",1,708,260,7,9.4,8.7,90.4,32.38333333
5648,5648,"17/03/2012","Greater London","bedfont","00:32:10","VM65-69","M","0.52642487",1930,0.536111111,9.32642487,"09:00:00"," WMO"," SYNOP",1,708,190,10,9.6,8.7,88,32.16666667
5651,5651,"17/03/2012","Greater London","bedfont","00:27:59","VM65-69","M","0.622989875",1679,0.466388889,10.72066706,"09:00:00"," WMO"," SYNOP",1,708,190,10,9.6,8.7,88,27.98333333
5758,5758,"24/03/2012","Greater London","bedfont","00:31:12","VM65-69","M","0.542735043",1872,0.52,9.615384615,"09:00:00"," WMO"," SYNOP",1,708,50,3,11.2,9.3,76.3,31.2
5760,5760,"24/03/2012","Greater London","bedfont","00:27:40","VM65-69","M","0.630120482",1660,0.461111111,10.84337349,"09:00:00"," WMO"," SYNOP",1,708,50,3,11.2,9.3,76.3,27.66666667
5811,5811,"31/03/2012","Greater London","bedfont","00:42:16","VM70-74","M","0.440851735",2536,0.704444444,7.097791798,"09:00:00"," WMO"," SYNOP",1,708,50,8,9.4,7.4,73.5,42.26666667
5871,5871,"31/03/2012","Greater London","bedfont","00:30:31","VM65-69","M","0.554888039",1831,0.508611111,9.83069361,"09:00:00"," WMO"," SYNOP",1,708,50,8,9.4,7.4,73.5,30.51666667
5873,5873,"31/03/2012","Greater London","bedfont","00:27:15","VM65-69","M","0.639755352",1635,0.454166667,11.00917431,"09:00:00"," WMO"," SYNOP",1,708,50,8,9.4,7.4,73.5,27.25
6097,6097,"21/04/2012","Greater London","bedfont","00:40:24","VM70-74","M","0.461221122",2424,0.673333333,7.425742574,"09:00:00"," WMO"," SYNOP",1,708,250,6,8.3,6.3,72.7,40.4
6527,6527,"19/05/2012","Greater London","bedfont","00:43:24","VM70-74","M","0.429339478",2604,0.723333333,6.912442396,"09:00:00"," WMO"," SYNOP",1,708,220,8,14.1,11.9,75.6,43.4
6568,6568,"19/05/2012","Greater London","bedfont","00:27:17","VM65-69","M","0.620647526",1637,0.454722222,10.99572389,"09:00:00"," WMO"," SYNOP",1,708,220,8,14.1,11.9,75.6,27.28333333
7040,7040,"23/06/2012","Greater London","bedfont","00:41:17","VM70-74","M","0.451352442",2477,0.688055556,7.266855067,"09:00:00"," WMO"," SYNOP",1,708,240,13,16.8,13.1,63,41.28333333
7141,7141,"30/06/2012","Greater London","bedfont","00:29:02","VM65-69","M","0.600459242",1742,0.483888889,10.33295063,"09:00:00"," WMO"," SYNOP",1,708,220,18,18.7,15.1,66.2,29.03333333
7193,7193,"30/06/2012","Greater London","bedfont","00:33:08","VM65-69","M","0.511066398",1988,0.552222222,9.054325956,"09:00:00"," WMO"," SYNOP",1,708,220,18,18.7,15.1,66.2,33.13333333
7291,7291,"07/07/2012","Greater London","bedfont","00:31:49","VM65-69","M","0.53221582",1909,0.530277778,9.42902043,"09:00:00"," WMO"," SYNOP",1,708,140,11,16.8,14.7,78.6,31.81666667
7348,7348,"14/07/2012","Greater London","bedfont","00:41:21","VM75-79","M","0.45828295",2481,0.689166667,7.255139057,"09:00:00"," WMO"," SYNOP",1,708,280,6,14.1,13.6,94.3,41.35
7387,7387,"14/07/2012","Greater London","bedfont","00:30:49","VM65-69","M","0.549486209",1849,0.513611111,9.734991888,"09:00:00"," WMO"," SYNOP",1,708,280,6,14.1,13.6,94.3,30.81666667
7493,7493,"21/07/2012","Greater London","bedfont","00:30:22","VM65-69","M","0.557628979",1822,0.506111111,9.879253568,"09:00:00"," WMO"," SYNOP",1,708,60,4,16.5,13,64.5,30.36666667
7545,7545,"28/07/2012","Greater London","bedfont","00:40:35","VM75-79","M","0.466940452",2435,0.676388889,7.392197125,"09:00:00"," WMO"," SYNOP",1,708,50,5,17.3,12.9,57.4,40.58333333
7563,7563,"28/07/2012","Greater London","bedfont","00:30:01","VM70-74","M","0.611327041",1801,0.500277778,9.994447529,"09:00:00"," WMO"," SYNOP",1,708,50,5,17.3,12.9,57.4,30.01666667
7588,7588,"28/07/2012","Greater London","bedfont","00:30:13","VM65-69","M","0.560397132",1813,0.503611111,9.928295643,"09:00:00"," WMO"," SYNOP",1,708,50,5,17.3,12.9,57.4,30.21666667
7592,7592,"28/07/2012","Greater London","bedfont","00:28:42","VM70-74","M","0.614401858",1722,0.478333333,10.45296167,"09:00:00"," WMO"," SYNOP",1,708,50,5,17.3,12.9,57.4,28.7
7668,7668,"04/08/2012","Greater London","bedfont","00:28:15","VM70-74","M","0.624188791",1695,0.470833333,10.61946903,"09:00:00"," WMO"," SYNOP",1,708,200,10,17.8,16,82.1,28.25
7757,7757,"11/08/2012","Greater London","bedfont","00:31:24","VM65-69","M","0.539278132",1884,0.523333333,9.554140127,"09:00:00"," WMO"," SYNOP",1,708,120,12,20.7,15.6,55.5,31.4
7883,7883,"18/08/2012","Greater London","bedfont","00:31:38","VM65-69","M","0.535300316",1898,0.527222222,9.483667018,"09:00:00"," WMO"," SYNOP",1,708,210,7,24.3,19,58.2,31.63333333
7887,7887,"18/08/2012","Greater London","bedfont","00:29:36","VM70-74","M","0.595720721",1776,0.493333333,10.13513514,"09:00:00"," WMO"," SYNOP",1,708,210,7,24.3,19,58.2,29.6
7984,7984,"25/08/2012","Greater London","bedfont","00:30:59","VM65-69","M","0.546530393",1859,0.516388889,9.682625067,"09:00:00"," WMO"," SYNOP",1,708,210,10,17.7,15.8,81.1,30.98333333
8078,8078,"01/09/2012","Greater London","bedfont","00:30:18","VM65-69","M","0.558855886",1818,0.505,9.900990099,"09:00:00"," WMO"," SYNOP",1,708,260,6,15.6,13.7,79.6,30.3
8294,8294,"15/09/2012","Greater London","bedfont","00:30:17","VM65-69","M","0.559163456",1817,0.504722222,9.906439185,"09:00:00"," WMO"," SYNOP",1,708,280,5,14.7,11.9,69.7,30.28333333
8403,8403,"22/09/2012","Greater London","bedfont","00:30:47","VM65-69","M","0.550081213",1847,0.513055556,9.745533297,"09:00:00"," WMO"," SYNOP",1,708,30,6,10.4,8,69.5,30.78333333
8530,8530,"29/09/2012","Greater London","bedfont","00:30:37","VM65-69","M","0.553075667",1837,0.510277778,9.798584649,"09:00:00"," WMO"," SYNOP",1,708,280,11,11.7,9.7,75.7,30.61666667
8638,8638,"06/10/2012","Greater London","bedfont","00:30:49","VM65-69","M","0.549486209",1849,0.513611111,9.734991888,"09:00:00"," WMO"," SYNOP",1,708,330,4,9.7,8.6,85.5,30.81666667
8853,8853,"27/10/2012","Greater London","bedfont","00:31:05","VM65-69","M","0.544772118",1865,0.518055556,9.651474531,"09:00:00"," WMO"," SYNOP",1,708,360,11,5,3.2,71.4,31.08333333
8961,8961,"03/11/2012","Greater London","bedfont","00:31:16","VM65-69","M","0.541577825",1876,0.521111111,9.594882729,"09:00:00"," WMO"," SYNOP",1,708,210,8,6.7,5.7,85.2,31.26666667
9088,9088,"10/11/2012","Greater London","bedfont","00:31:57","VM65-69","M","0.539906103",1917,0.5325,9.389671362,"09:00:00"," WMO"," SYNOP",1,708,230,7,8.7,8.2,93.2,31.95
9215,9215,"24/11/2012","Greater London","bedfont","00:30:26","VM65-69","M","0.566812705",1826,0.507222222,9.857612267,"09:00:00"," WMO"," SYNOP",1,708,60,6,5.4,5.3,98.4,30.43333333
9468,9468,"15/12/2012","Greater London","bedfont","00:33:26","VM65-69","M","0.506480558",2006,0.557222222,8.973080758,"09:00:00"," WMO"," SYNOP",1,708,200,10,8.2,7.3,87.5,33.43333333
9514,9514,"22/12/2012","Greater London","bedfont","00:29:59","VM65-69","M","0.564758199",1799,0.499722222,10.00555864,"09:00:00"," WMO"," SYNOP",1,708,140,13,8.3,7.9,94.4,29.98333333
9579,9579,"29/12/2012","Greater London","bedfont","00:32:30","VM65-69","M","0.521025641",1950,0.541666667,9.230769231,"09:00:00"," WMO"," SYNOP",1,708,180,17,11.3,9.5,78,32.5
9663,9663,"05/01/2013","Greater London","bedfont","00:31:15","VM65-69","M","0.546666667",1875,0.520833333,9.6,"09:00:00"," WMO"," SYNOP",1,708,210,6,9.2,8.9,95.9,31.25
9762,9762,"12/01/2013","Greater London","bedfont","00:31:20","VM65-69","M","0.545212766",1880,0.522222222,9.574468085,"09:00:00"," WMO"," SYNOP",1,708,90,12,3.8,2.6,79.8,31.33333333
9912,9912,"26/01/2013","Greater London","bedfont","00:33:12","VM65-69","M","0.514558233",1992,0.5533333,9.036145,"09:00:00"," WMO"," SYNOP",1,708,280,6,3.6,3.1,91.4,33.2
10667,10667,"16/03/2013","Greater London","bedfont","00:27:59","VM65-69","M","0.605122096",1679,0.4663889,10.72067,"09:00:00"," WMO"," SYNOP",1,708,180,20,6.6,5.7,86.6,27.98333333
10705,10705,"23/03/2013","Greater London","bedfont","00:30:53","VM65-69","M","0.558553697",1853,0.5147222,9.713977,"09:00:00"," WMO"," SYNOP",1,708,60,10,1.1,0.8,94.1,30.88333333
10790,10790,"30/03/2013","Greater London","bedfont","00:31:05","VM65-69","M","0.549597855",1865,0.5180556,9.651475,"09:00:00"," WMO"," SYNOP",1,708,40,9,2.9,0.8,63.3,31.08333333
10888,10888,"06/04/2013","Greater London","bedfont","00:29:38","VM65-69","M","0.576490439",1778,0.4938889,10.12373,"09:00:00"," WMO"," SYNOP",1,708,40,11,4.7,2.3,61.5,29.63333333
10997,10997,"13/04/2013","Greater London","bedfont","00:29:48","VM65-69","M","0.573266219",1788,0.4966667,10.06711,"09:00:00"," WMO"," SYNOP",1,708,170,9,9.9,8.3,79.2,29.8
11091,11091,"20/04/2013","Greater London","bedfont","00:22:25","VM65-69","M","0.777695167",1345,0.3736111,13.3829,"09:00:00"," WMO"," SYNOP",1,708,100,6,8.5,5.2,55.1,22.41666667
11116,11116,"20/04/2013","Greater London","bedfont","00:29:31","VM65-69","M","0.578769057",1771,0.4919444,10.16375,"09:00:00"," WMO"," SYNOP",1,708,100,6,8.5,5.2,55.1,29.51666667
11939,11939,"08/06/2013","Greater London","bedfont","00:21:35","VM65-69","M","0.776833977",1295,0.3597222,13.89961,"09:00:00"," WMO"," SYNOP",1,708,30,10,14,10.5,61.5,21.58333333
12053,12053,"15/06/2013","Greater London","bedfont","00:21:52","VM65-69","M","0.766768293",1312,0.3644444,13.71951,"09:00:00"," WMO"," SYNOP",1,708,250,20,15.4,11,54.8,21.86666667
12104,12104,"15/06/2013","Greater London","bedfont","00:45:47","VM65-69","M","0.380779032",2747,0.7630556,6.552603,"09:00:00"," WMO"," SYNOP",1,708,250,20,15.4,11,54.8,45.78333333
12155,12155,"15/06/2013","Greater London","bedfont","00:34:54","VM65-69","M","0.494269341",2094,0.5816667,8.595989,"09:00:00"," WMO"," SYNOP",1,708,250,20,15.4,11,54.8,34.9
12389,12389,"06/07/2013","Greater London","bedfont","00:44:01","VM75-79","M","0.430518743",2641,0.7336111,6.8156,"09:00:00"," WMO"," SYNOP",1,708,160,4,21.7,16.2,53.5,44.01666667
12402,12402,"06/07/2013","Greater London","bedfont","00:24:36","VM65-69","M","0.694444444",1476,0.41,12.19512,"09:00:00"," WMO"," SYNOP",1,708,160,4,21.7,16.2,53.5,24.6
12440,12440,"06/07/2013","Greater London","bedfont","00:32:55","VM65-69","M","0.518987342",1975,0.5486111,9.113924,"09:00:00"," WMO"," SYNOP",1,708,160,4,21.7,16.2,53.5,32.91666667
12533,12533,"13/07/2013","Greater London","bedfont","00:23:54","VM65-69","M","0.714783821",1434,0.3983333,12.5523,"09:00:00"," WMO"," SYNOP",1,708,10,3,23.8,18.6,58.3,23.9
12569,12569,"13/07/2013","Greater London","bedfont","00:31:39","VM65-69","M","0.539757767",1899,0.5275,9.478673,"09:00:00"," WMO"," SYNOP",1,708,10,3,23.8,18.6,58.3,31.65
12679,12679,"20/07/2013","Greater London","bedfont","00:31:33","VM65-69","M","0.541468568",1893,0.5258333,9.508716,"09:00:00"," WMO"," SYNOP",1,708,60,9,20.8,16.6,62.9,31.55
12730,12730,"27/07/2013","Greater London","bedfont","00:40:49","VM75-79","M","0.47243773",2449,0.6802778,7.349939,"09:00:00"," WMO"," SYNOP",1,708,110,2,21.4,16.3,56.6,40.81666667
12759,12759,"27/07/2013","Greater London","bedfont","00:27:08","VM65-69","M","0.62960688",1628,0.4522222,11.05651,"09:00:00"," WMO"," SYNOP",1,708,110,2,21.4,16.3,56.6,27.13333333
12845,12845,"03/08/2013","Greater London","bedfont","00:23:57","VM65-69","M","0.707028532",1437,0.3991667,12.5261,"09:00:00"," WMO"," SYNOP",1,708,220,12,19.1,15.3,64.7,23.95
13003,13003,"10/08/2013","Greater London","bedfont","00:31:15","VM65-69","M","0.546666667",1875,0.5208333,9.6,"09:00:00"," WMO"," SYNOP",1,708,230,4,18,13.1,53.7,31.25
13112,13112,"17/08/2013","Greater London","bedfont","00:30:14","VM65-69","M","0.565049614",1814,0.5038889,9.922822,"09:00:00"," WMO"," SYNOP",1,708,210,11,18.3,14.8,66.6,30.23333333
13208,13208,"24/08/2013","Greater London","bedfont","00:30:11","VM65-69","M","0.565985643",1811,0.5030556,9.93926,"09:00:00"," WMO"," SYNOP",1,708,300,5,17.7,16.9,91.9,30.18333333
13660,13660,"21/09/2013","Greater London","bedfont","00:23:10","VM70-74","M","0.761151079",1390,0.3861111,12.94964,"09:00:00"," WMO"," SYNOP",1,708,210,7,14.7,12.5,75.9,23.16666667
13753,13753,"28/09/2013","Greater London","bedfont","00:41:58","VM75-79","M","0.45949166",2518,0.6994444,7.148531,"09:00:00"," WMO"," SYNOP",1,708,60,7,15.9,14,80,41.96666667
13800,13800,"28/09/2013","Greater London","bedfont","00:37:24","VM65-69","M","0.448306595",2244,0.6233333,8.02139,"09:00:00"," WMO"," SYNOP",1,708,60,7,15.9,14,80,37.4
13905,13905,"05/10/2013","Greater London","bedfont","00:27:23","VM65-69","M","0.612294583",1643,0.4563889,10.95557,"09:00:00"," WMO"," SYNOP",1,708,300,5,16.2,14.6,83.2,27.38333333
14000,14000,"12/10/2013","Greater London","bedfont","00:40:38","VM75-79","M","0.474569319",2438,0.6772222,7.383101,"09:00:00"," WMO"," SYNOP",1,708,90,6,11.3,9,71.8,40.63333333
14039,14039,"12/10/2013","Greater London","bedfont","00:35:42","VM65-69","M","0.469654528",2142,0.595,8.403361,"09:00:00"," WMO"," SYNOP",1,708,90,6,11.3,9,71.8,35.7
14048,14048,"12/10/2013","Greater London","bedfont","00:25:01","VM65-69","M","0.682878081",1501,0.4169444,11.99201,"09:00:00"," WMO"," SYNOP",1,708,90,6,11.3,9,71.8,25.01666667
14133,14133,"19/10/2013","Greater London","bedfont","00:25:43","VM65-69","M","0.65845755",1543,0.4286111,11.66559,"09:00:00"," WMO"," SYNOP",1,708,190,7,16.2,15.3,90.5,25.71666667
14250,14250,"19/10/2013","Greater London","bedfont","00:28:20","VM65-69","M","0.591764706",1700,0.4722222,10.58824,"09:00:00"," WMO"," SYNOP",1,708,190,7,16.2,15.3,90.5,28.33333333
14338,14338,"26/10/2013","Greater London","bedfont","00:32:20","VM65-69","M","0.528350515",1940,0.5388889,9.278351,"09:00:00"," WMO"," SYNOP",1,708,220,16,16.3,14.1,77.2,32.33333333
14390,14390,"26/10/2013","Greater London","bedfont","00:27:43","VM65-69","M","0.604930848",1663,0.4619444,10.82381,"09:00:00"," WMO"," SYNOP",1,708,220,16,16.3,14.1,77.2,27.71666667
14506,14506,"02/11/2013","Greater London","bedfont","00:31:54","VM65-69","M","0.535527691",1914,0.5316667,9.404389,"09:00:00"," WMO"," SYNOP",1,708,210,8,11,10.2,89.9,31.9
14558,14558,"02/11/2013","Greater London","bedfont","00:29:07","VM65-69","M","0.575844305",1747,0.4852778,10.30338,"09:00:00"," WMO"," SYNOP",1,708,210,8,11,10.2,89.9,29.11666667
14655,14655,"09/11/2013","Greater London","bedfont","00:31:05","VM65-69","M","0.549597855",1865,0.5180556,9.651475,"09:00:00"," WMO"," SYNOP",1,708,110,3,4.8,4.1,88.7,31.08333333
14933,14933,"23/11/2013","Greater London","bedfont","00:23:24","VM70-74","M","0.784188034",1404,0.39,12.82051,"09:00:00"," WMO"," SYNOP",1,708,340,5,3.8,3,86.4,23.4
15185,15185,"07/12/2013","Greater London","bedfont","00:21:08","VM65-69","M","0.80126183",1268,0.3522222,14.19558,"09:00:00"," WMO"," SYNOP",1,708,270,7,7.6,6.5,84.1,21.13333333
15335,15335,"14/12/2013","Greater London","bedfont","00:22:53","VM65-69","M","0.753823744",1373,0.3813889,13.10998,"09:00:00"," WMO"," SYNOP",1,708,230,8,5,4.1,85.3,22.88333333
15341,15341,"14/12/2013","Greater London","bedfont","00:30:40","VM65-69","M","0.557065217",1840,0.5111111,9.782609,"09:00:00"," WMO"," SYNOP",1,708,230,8,5,4.1,85.3,30.66666667
15454,15454,"21/12/2013","Greater London","bedfont","00:31:05","VM65-69","M","0.549597855",1865,0.5180556,9.651475,"09:00:00"," WMO"," SYNOP",1,708,200,16,10.6,9.9,90.9,31.08333333
