"X.1","X","EventDate","Region","EventName","RunTime","AgeCategory","Sex","AgeGrading","RunTimeSeconds","RunTimeHours","AverageSpeed","Time","Type","met_domain_name","version_num","src_id","WindDirection","WindSpeed","Temp","WetBulb","RH","RunTimeMinutes"
701130,701130,"25/07/2015","Greater London","roundshaw","00:31:07","VM65-69","M","0.5544",1867,0.5186111,9.641136,"09:00:00"," WMO"," SYNOP",1,726,300,13,13.6,10.8,68.7,31.11667
701135,701135,"25/07/2015","Greater London","roundshaw","00:33:49","VM65-69","M","0.5101",2029,0.5636111,8.871365,"09:00:00"," WMO"," SYNOP",1,726,300,13,13.6,10.8,68.7,33.81667
701144,701144,"25/07/2015","Greater London","roundshaw","00:24:54","VM65-69","M","0.6801",1494,0.415,12.04819,"09:00:00"," WMO"," SYNOP",1,726,300,13,13.6,10.8,68.7,24.9
701153,701153,"25/07/2015","Greater London","roundshaw","00:28:18","VM65-69","M","0.616",1698,0.4716667,10.60071,"09:00:00"," WMO"," SYNOP",1,726,300,13,13.6,10.8,68.7,28.3
701156,701156,"25/07/2015","Greater London","roundshaw","00:27:32","VM65-69","M","0.6265",1652,0.4588889,10.89588,"09:00:00"," WMO"," SYNOP",1,726,300,13,13.6,10.8,68.7,27.53333
701171,701171,"01/08/2015","Greater London","roundshaw","00:29:58","VM65-69","M","0.5756",1798,0.4994444,10.01112,"09:00:00"," WMO"," SYNOP",1,726,270,5,15.7,12,61.8,29.96667
701172,701172,"01/08/2015","Greater London","roundshaw","00:27:26","VM65-69","M","0.6355",1646,0.4572222,10.9356,"09:00:00"," WMO"," SYNOP",1,726,270,5,15.7,12,61.8,27.43333
701194,701194,"01/08/2015","Greater London","roundshaw","00:34:32","VM65-69","M","0.4995",2072,0.5755556,8.687259,"09:00:00"," WMO"," SYNOP",1,726,270,5,15.7,12,61.8,34.53333
701251,701251,"08/08/2015","Greater London","roundshaw","00:29:47","VM65-69","M","0.5792",1787,0.4963889,10.07275,"09:00:00"," WMO"," SYNOP",1,726,130,5,18.9,15.2,65.2,29.78333
701252,701252,"08/08/2015","Greater London","roundshaw","00:26:02","VM65-69","M","0.6504",1562,0.4338889,11.52369,"09:00:00"," WMO"," SYNOP",1,726,130,5,18.9,15.2,65.2,26.03333
701259,701259,"08/08/2015","Greater London","roundshaw","00:25:22","VM70-74","M","0.7346",1522,0.4227778,11.82654,"09:00:00"," WMO"," SYNOP",1,726,130,5,18.9,15.2,65.2,25.36667
701268,701268,"08/08/2015","Greater London","roundshaw","00:32:12","VM65-69","M","0.5357",1932,0.5366667,9.31677,"09:00:00"," WMO"," SYNOP",1,726,130,5,18.9,15.2,65.2,32.2
701281,701281,"08/08/2015","Greater London","roundshaw","00:27:03","VM65-69","M","0.6445",1623,0.4508333,11.09057,"09:00:00"," WMO"," SYNOP",1,726,130,5,18.9,15.2,65.2,27.05
701318,701318,"15/08/2015","Greater London","roundshaw","00:29:59","VM65-69","M","0.5753",1799,0.4997222,10.00556,"09:00:00"," WMO"," SYNOP",1,726,310,8,15.3,13.5,80.7,29.98333
701323,701323,"15/08/2015","Greater London","roundshaw","00:33:53","VM65-69","M","0.5091",2033,0.5647222,8.85391,"09:00:00"," WMO"," SYNOP",1,726,310,8,15.3,13.5,80.7,33.88333
701350,701350,"15/08/2015","Greater London","roundshaw","00:27:45","VM65-69","M","0.6282",1665,0.4625,10.81081,"09:00:00"," WMO"," SYNOP",1,726,310,8,15.3,13.5,80.7,27.75
701372,701372,"22/08/2015","Greater London","roundshaw","00:30:13","VM65-69","M","0.5709",1813,0.5036111,9.928296,"09:00:00"," WMO"," SYNOP",1,726,110,5,22.1,18.6,69.9,30.21667
701383,701383,"22/08/2015","Greater London","roundshaw","00:27:41","VM65-69","M","0.6297",1661,0.4613889,10.83685,"09:00:00"," WMO"," SYNOP",1,726,110,5,22.1,18.6,69.9,27.68333
701398,701398,"22/08/2015","Greater London","roundshaw","00:32:01","VM65-69","M","0.5388",1921,0.5336111,9.37012,"09:00:00"," WMO"," SYNOP",1,726,110,5,22.1,18.6,69.9,32.01667
701402,701402,"22/08/2015","Greater London","roundshaw","00:25:52","VM65-69","M","0.6604",1552,0.4311111,11.59794,"09:00:00"," WMO"," SYNOP",1,726,110,5,22.1,18.6,69.9,25.86667
701447,701447,"29/08/2015","Greater London","roundshaw","00:29:31","VM65-69","M","0.5844",1771,0.4919444,10.16375,"09:00:00"," WMO"," SYNOP",1,726,200,8,17.1,14.9,77.7,29.51667
701497,701497,"05/09/2015","Greater London","roundshaw","00:28:14","VM65-69","M","0.611",1694,0.4705556,10.62574,"09:00:00"," WMO"," SYNOP",1,726,340,8,11.6,11.4,97.5,28.23333
701498,701498,"05/09/2015","Greater London","roundshaw","00:32:18","VM65-69","M","0.5341",1938,0.5383333,9.287926,"09:00:00"," WMO"," SYNOP",1,726,340,8,11.6,11.4,97.5,32.3
701524,701524,"05/09/2015","Greater London","roundshaw","00:29:41","VM65-69","M","0.5811",1781,0.4947222,10.10668,"09:00:00"," WMO"," SYNOP",1,726,340,8,11.6,11.4,97.5,29.68333
701547,701547,"05/09/2015","Greater London","roundshaw","00:28:18","VM65-69","M","0.616",1698,0.4716667,10.60071,"09:00:00"," WMO"," SYNOP",1,726,340,8,11.6,11.4,97.5,28.3
701560,701560,"12/09/2015","Greater London","roundshaw","00:27:55","VM65-69","M","0.6245",1675,0.4652778,10.74627,"09:00:00"," WMO"," SYNOP",1,726,210,11,15.2,14.2,89.1,27.91667
701572,701572,"12/09/2015","Greater London","roundshaw","00:28:21","VM65-69","M","0.6085",1701,0.4725,10.58201,"09:00:00"," WMO"," SYNOP",1,726,210,11,15.2,14.2,89.1,28.35
701576,701576,"12/09/2015","Greater London","roundshaw","00:31:53","VM65-69","M","0.541",1913,0.5313889,9.409305,"09:00:00"," WMO"," SYNOP",1,726,210,11,15.2,14.2,89.1,31.88333
701579,701579,"12/09/2015","Greater London","roundshaw","00:24:53","VM65-69","M","0.6865",1493,0.4147222,12.05626,"09:00:00"," WMO"," SYNOP",1,726,210,11,15.2,14.2,89.1,24.88333
701608,701608,"19/09/2015","Greater London","roundshaw","00:31:38","VM65-69","M","0.5453",1898,0.5272222,9.483667,"09:00:00"," WMO"," SYNOP",1,726,20,8,12.7,11.1,81.1,31.63333
701617,701617,"19/09/2015","Greater London","roundshaw","00:28:16","VM65-69","M","0.6103",1696,0.4711111,10.61321,"09:00:00"," WMO"," SYNOP",1,726,20,8,12.7,11.1,81.1,28.26667
701623,701623,"19/09/2015","Greater London","roundshaw","00:26:12","VM70-74","M","0.7112",1572,0.4366667,11.45038,"09:00:00"," WMO"," SYNOP",1,726,20,8,12.7,11.1,81.1,26.2
701624,701624,"19/09/2015","Greater London","roundshaw","00:27:13","VM65-69","M","0.6338",1633,0.4536111,11.02266,"09:00:00"," WMO"," SYNOP",1,726,20,8,12.7,11.1,81.1,27.21667
701657,701657,"19/09/2015","Greater London","roundshaw","00:26:55","VM65-69","M","0.6347",1615,0.4486111,11.14551,"09:00:00"," WMO"," SYNOP",1,726,20,8,12.7,11.1,81.1,26.91667
701707,701707,"26/09/2015","Greater London","roundshaw","00:36:19","VM65-69","M","0.475",2179,0.6052778,8.26067,"09:00:00"," WMO"," SYNOP",1,726,60,3,11.9,10,76.9,36.31667
701708,701708,"26/09/2015","Greater London","roundshaw","00:36:12","VM65-69","M","0.4765",2172,0.6033333,8.287293,"09:00:00"," WMO"," SYNOP",1,726,60,3,11.9,10,76.9,36.2
701713,701713,"26/09/2015","Greater London","roundshaw","00:28:00","VM65-69","M","0.6226",1680,0.4666667,10.71429,"09:00:00"," WMO"," SYNOP",1,726,60,3,11.9,10,76.9,28
701714,701714,"26/09/2015","Greater London","roundshaw","00:29:53","VM70-74","M","0.5901",1793,0.4980556,10.03904,"09:00:00"," WMO"," SYNOP",1,726,60,3,11.9,10,76.9,29.88333
701733,701733,"26/09/2015","Greater London","roundshaw","00:28:17","VM65-69","M","0.6164",1697,0.4713889,10.60695,"09:00:00"," WMO"," SYNOP",1,726,60,3,11.9,10,76.9,28.28333
701749,701749,"26/09/2015","Greater London","roundshaw","00:27:23","VM65-69","M","0.6299",1643,0.4563889,10.95557,"09:00:00"," WMO"," SYNOP",1,726,60,3,11.9,10,76.9,27.38333
701777,701777,"03/10/2015","Greater London","roundshaw","00:27:39","VM65-69","M","0.6305",1659,0.4608333,10.84991,"09:00:00"," WMO"," SYNOP",1,726,340,2,9.2,9.2,100,27.65
701794,701794,"03/10/2015","Greater London","roundshaw","00:27:38","VM65-69","M","0.6242",1658,0.4605556,10.85645,"09:00:00"," WMO"," SYNOP",1,726,340,2,9.2,9.2,100,27.63333
701800,701800,"03/10/2015","Greater London","roundshaw","00:24:40","VM65-69","M","0.6926",1480,0.4111111,12.16216,"09:00:00"," WMO"," SYNOP",1,726,340,2,9.2,9.2,100,24.66667
701813,701813,"03/10/2015","Greater London","roundshaw","00:26:05","VM65-69","M","0.655",1565,0.4347222,11.5016,"09:00:00"," WMO"," SYNOP",1,726,340,2,9.2,9.2,100,26.08333
701816,701816,"03/10/2015","Greater London","roundshaw","00:25:26","VM65-69","M","0.6658",1526,0.4238889,11.79554,"09:00:00"," WMO"," SYNOP",1,726,340,2,9.2,9.2,100,25.43333
701832,701832,"10/10/2015","Greater London","roundshaw","00:27:31","VM65-69","M","0.6336",1651,0.4586111,10.90248,"09:00:00"," WMO"," SYNOP",1,726,60,6,10.5,10.4,98.7,27.51667
701845,701845,"10/10/2015","Greater London","roundshaw","00:26:57","VM65-69","M","0.6469",1617,0.4491667,11.13173,"09:00:00"," WMO"," SYNOP",1,726,60,6,10.5,10.4,98.7,26.95
701849,701849,"10/10/2015","Greater London","roundshaw","00:35:05","VM65-69","M","0.4917",2105,0.5847222,8.551069,"09:00:00"," WMO"," SYNOP",1,726,60,6,10.5,10.4,98.7,35.08333
701850,701850,"10/10/2015","Greater London","roundshaw","00:26:49","VM65-69","M","0.6433",1609,0.4469444,11.18707,"09:00:00"," WMO"," SYNOP",1,726,60,6,10.5,10.4,98.7,26.81667
701920,701920,"17/10/2015","Greater London","roundshaw","00:28:17","VM65-69","M","0.6099",1697,0.4713889,10.60695,"09:00:00"," WMO"," SYNOP",1,726,10,9,9.8,8.5,82.8,28.28333
701944,701944,"17/10/2015","Greater London","roundshaw","00:27:07","VM65-69","M","0.6429",1627,0.4519444,11.06331,"09:00:00"," WMO"," SYNOP",1,726,10,9,9.8,8.5,82.8,27.11667
702013,702013,"31/10/2015","Greater London","roundshaw","00:24:29","VM65-69","M","0.6978",1469,0.4080556,12.25323,"09:00:00"," WMO"," SYNOP",1,726,130,7,10.2,10.1,98.7,24.48333
702029,702029,"31/10/2015","Greater London","roundshaw","00:29:10","VM65-69","M","0.5977",1750,0.4861111,10.28571,"09:00:00"," WMO"," SYNOP",1,726,130,7,10.2,10.1,98.7,29.16667
702032,702032,"31/10/2015","Greater London","roundshaw","00:28:02","VM65-69","M","0.604",1682,0.4672222,10.70155,"09:00:00"," WMO"," SYNOP",1,726,130,7,10.2,10.1,98.7,28.03333
702045,702045,"31/10/2015","Greater London","roundshaw","00:27:27","VM65-69","M","0.6284",1647,0.4575,10.92896,"09:00:00"," WMO"," SYNOP",1,726,130,7,10.2,10.1,98.7,27.45
702068,702068,"31/10/2015","Greater London","roundshaw","00:26:12","VM65-69","M","0.6399",1572,0.4366667,11.45038,"09:00:00"," WMO"," SYNOP",1,726,130,7,10.2,10.1,98.7,26.2
702072,702072,"31/10/2015","Greater London","roundshaw","00:35:36","VM65-69","M","0.4846",2136,0.5933333,8.426966,"09:00:00"," WMO"," SYNOP",1,726,130,7,10.2,10.1,98.7,35.6
702084,702084,"07/11/2015","Greater London","roundshaw","00:29:43","VM65-69","M","0.5867",1783,0.4952778,10.09534,"09:00:00"," WMO"," SYNOP",1,726,200,21,15.3,14.6,92.3,29.71667
702108,702108,"07/11/2015","Greater London","roundshaw","00:29:22","VM65-69","M","0.5936",1762,0.4894444,10.21566,"09:00:00"," WMO"," SYNOP",1,726,200,21,15.3,14.6,92.3,29.36667
702110,702110,"07/11/2015","Greater London","roundshaw","00:28:05","VM65-69","M","0.6142",1685,0.4680556,10.68249,"09:00:00"," WMO"," SYNOP",1,726,200,21,15.3,14.6,92.3,28.08333
702170,702170,"14/11/2015","Greater London","roundshaw","00:27:20","VM65-69","M","0.6311",1640,0.4555556,10.97561,"09:00:00"," WMO"," SYNOP",1,726,220,9,7.7,6.9,88.4,27.33333
702176,702176,"14/11/2015","Greater London","roundshaw","00:28:46","VM65-69","M","0.606",1726,0.4794444,10.42874,"09:00:00"," WMO"," SYNOP",1,726,220,9,7.7,6.9,88.4,28.76667
702180,702180,"14/11/2015","Greater London","roundshaw","00:28:40","VM65-69","M","0.6081",1720,0.4777778,10.46512,"09:00:00"," WMO"," SYNOP",1,726,220,9,7.7,6.9,88.4,28.66667
702184,702184,"14/11/2015","Greater London","roundshaw","00:25:56","VM65-69","M","0.6587",1556,0.4322222,11.56812,"09:00:00"," WMO"," SYNOP",1,726,220,9,7.7,6.9,88.4,25.93333
702187,702187,"21/11/2015","Greater London","roundshaw","00:30:08","VM65-69","M","0.5785",1808,0.5022222,9.955752,"09:00:00"," WMO"," SYNOP",1,726,320,12,0.9,0.9,100,30.13333
702212,702212,"21/11/2015","Greater London","roundshaw","00:26:28","VM65-69","M","0.6455",1588,0.4411111,11.33501,"09:00:00"," WMO"," SYNOP",1,726,320,12,0.9,0.9,100,26.46667
702217,702217,"21/11/2015","Greater London","roundshaw","00:28:04","VM65-69","M","0.6146",1684,0.4677778,10.68884,"09:00:00"," WMO"," SYNOP",1,726,320,12,0.9,0.9,100,28.06667
702248,702248,"28/11/2015","Greater London","roundshaw","00:30:32","VM65-69","M","0.571",1832,0.5088889,9.825328,"09:00:00"," WMO"," SYNOP",1,726,220,8,3.1,2.2,84.3,30.53333
702250,702250,"28/11/2015","Greater London","roundshaw","00:30:51","VM65-69","M","0.5651",1851,0.5141667,9.724473,"09:00:00"," WMO"," SYNOP",1,726,220,8,3.1,2.2,84.3,30.85
702298,702298,"05/12/2015","Greater London","roundshaw","00:29:41","VM65-69","M","0.5873",1781,0.4947222,10.10668,"09:00:00"," WMO"," SYNOP",1,726,210,19,10.3,8.7,79.3,29.68333
702299,702299,"05/12/2015","Greater London","roundshaw","00:26:18","VM65-69","M","0.6375",1578,0.4383333,11.40684,"09:00:00"," WMO"," SYNOP",1,726,210,19,10.3,8.7,79.3,26.3
702317,702317,"05/12/2015","Greater London","roundshaw","00:35:11","VM65-69","M","0.4955",2111,0.5863889,8.526765,"09:00:00"," WMO"," SYNOP",1,726,210,19,10.3,8.7,79.3,35.18333
702327,702327,"05/12/2015","Greater London","roundshaw","00:29:02","VM65-69","M","0.6005",1742,0.4838889,10.33295,"09:00:00"," WMO"," SYNOP",1,726,210,19,10.3,8.7,79.3,29.03333
702342,702342,"05/12/2015","Greater London","roundshaw","00:28:41","VM65-69","M","0.6014",1721,0.4780556,10.45904,"09:00:00"," WMO"," SYNOP",1,726,210,19,10.3,8.7,79.3,28.68333
702345,702345,"12/12/2015","Greater London","roundshaw","00:29:35","VM65-69","M","0.5893",1775,0.4930556,10.14085,"09:00:00"," WMO"," SYNOP",1,726,180,11,6.7,5.7,84.9,29.58333
702379,702379,"12/12/2015","Greater London","roundshaw","00:28:59","VM65-69","M","0.6015",1739,0.4830556,10.35078,"09:00:00"," WMO"," SYNOP",1,726,180,11,6.7,5.7,84.9,28.98333
702390,702390,"12/12/2015","Greater London","roundshaw","00:27:47","VM65-69","M","0.6209",1667,0.4630556,10.79784,"09:00:00"," WMO"," SYNOP",1,726,180,11,6.7,5.7,84.9,27.78333
702419,702419,"19/12/2015","Greater London","roundshaw","00:28:42","VM65-69","M","0.6074",1722,0.4783333,10.45296,"09:00:00"," WMO"," SYNOP",1,726,200,16,12.7,12.1,92.8,28.7
702450,702450,"19/12/2015","Greater London","roundshaw","00:29:23","VM65-69","M","0.5933",1763,0.4897222,10.20987,"09:00:00"," WMO"," SYNOP",1,726,200,16,12.7,12.1,92.8,29.38333
702453,702453,"19/12/2015","Greater London","roundshaw","00:27:20","VM65-69","M","0.6311",1640,0.4555556,10.97561,"09:00:00"," WMO"," SYNOP",1,726,200,16,12.7,12.1,92.8,27.33333
702471,702471,"26/12/2015","Greater London","roundshaw","00:43:26","VM75-79","M","0.444",2606,0.7238889,6.907137,"09:00:00"," WMO"," SYNOP",1,726,210,16,12.5,11.7,90.3,43.43333
702486,702486,"26/12/2015","Greater London","roundshaw","00:29:33","VM75-79","M","0.6526",1773,0.4925,10.15228,"09:00:00"," WMO"," SYNOP",1,726,210,16,12.5,11.7,90.3,29.55
702513,702513,"26/12/2015","Greater London","roundshaw","00:51:08","VM65-69","M","0.3409",3068,0.8522222,5.867014,"09:00:00"," WMO"," SYNOP",1,726,210,16,12.5,11.7,90.3,51.13333
702534,702534,"02/01/2016","Greater London","roundshaw","00:29:00","VM65-69","M","0.5948",1740,0.4833333,10.34483,"09:00:00"," WMO"," SYNOP",1,726,160,11,8.6,8.4,97.2,29
702568,702568,"02/01/2016","Greater London","roundshaw","00:33:09","VM65-69","M","0.5259",1989,0.5525,9.049774,"09:00:00"," WMO"," SYNOP",1,726,160,11,8.6,8.4,97.2,33.15
702578,702578,"02/01/2016","Greater London","roundshaw","00:35:17","VM65-69","M","0.4941",2117,0.5880556,8.502598,"09:00:00"," WMO"," SYNOP",1,726,160,11,8.6,8.4,97.2,35.28333
702584,702584,"09/01/2016","Greater London","roundshaw","00:31:17","VM65-69","M","0.5573",1877,0.5213889,9.589771,"09:00:00"," WMO"," SYNOP",1,726,180,9,7.8,7.5,95.7,31.28333
702599,702599,"09/01/2016","Greater London","roundshaw","00:32:01","VM65-69","M","0.5445",1921,0.5336111,9.37012,"09:00:00"," WMO"," SYNOP",1,726,180,9,7.8,7.5,95.7,32.01667
702654,702654,"16/01/2016","Greater London","roundshaw","00:30:27","VM65-69","M","0.5725",1827,0.5075,9.852217,"09:00:00"," WMO"," SYNOP",1,726,290,6,-1.4,-1.7,92.4,30.45
702664,702664,"16/01/2016","Greater London","roundshaw","00:29:56","VM70-74","M","0.5891",1796,0.4988889,10.02227,"09:00:00"," WMO"," SYNOP",1,726,290,6,-1.4,-1.7,92.4,29.93333
702729,702729,"23/01/2016","Greater London","roundshaw","00:30:51","VM65-69","M","0.5651",1851,0.5141667,9.724473,"09:00:00"," WMO"," SYNOP",1,726,220,8,5.6,5.6,100,30.85
702735,702735,"23/01/2016","Greater London","roundshaw","00:37:36","VM65-69","M","0.4637",2256,0.6266667,7.978723,"09:00:00"," WMO"," SYNOP",1,726,220,8,5.6,5.6,100,37.6
702737,702737,"23/01/2016","Greater London","roundshaw","00:29:14","VM65-69","M","0.5844",1754,0.4872222,10.26226,"09:00:00"," WMO"," SYNOP",1,726,220,8,5.6,5.6,100,29.23333
702773,702773,"23/01/2016","Greater London","roundshaw","00:32:49","VM70-74","M","0.5373",1969,0.5469444,9.141696,"09:00:00"," WMO"," SYNOP",1,726,220,8,5.6,5.6,100,32.81667
702797,702797,"30/01/2016","Greater London","roundshaw","00:31:40","VM65-69","M","0.5505",1900,0.5277778,9.473684,"09:00:00"," WMO"," SYNOP",1,726,260,13,6.4,5.3,83.4,31.66667
702851,702851,"06/02/2016","Greater London","roundshaw","00:31:07","VM65-69","M","0.5603",1867,0.5186111,9.641136,"09:00:00"," WMO"," SYNOP",1,726,190,18,8.8,8.2,91.8,31.11667
702856,702856,"06/02/2016","Greater London","roundshaw","00:38:41","VM65-69","M","0.4459",2321,0.6447222,7.755278,"09:00:00"," WMO"," SYNOP",1,726,190,18,8.8,8.2,91.8,38.68333
702873,702873,"06/02/2016","Greater London","roundshaw","00:32:06","VM70-74","M","0.5493",1926,0.535,9.345794,"09:00:00"," WMO"," SYNOP",1,726,190,18,8.8,8.2,91.8,32.1
702932,702932,"13/02/2016","Greater London","roundshaw","00:31:48","VM70-74","M","0.5545",1908,0.53,9.433962,"09:00:00"," WMO"," SYNOP",1,726,90,10,2.6,2.1,91.2,31.8
702942,702942,"20/02/2016","Greater London","roundshaw","00:32:25","VM65-69","M","0.5378",1945,0.5402778,9.254499,"09:00:00"," WMO"," SYNOP",1,726,240,12,8.4,7.6,88.8,32.41667
703000,703000,"20/02/2016","Greater London","roundshaw","00:31:14","VM70-74","M","0.5646",1874,0.5205556,9.605123,"09:00:00"," WMO"," SYNOP",1,726,240,12,8.4,7.6,88.8,31.23333
703024,703024,"27/02/2016","Greater London","roundshaw","00:36:51","VM65-69","M","0.4681",2211,0.6141667,8.141113,"09:00:00"," WMO"," SYNOP",1,726,60,6,2.6,1.2,75,36.85
703038,703038,"27/02/2016","Greater London","roundshaw","00:29:58","VM70-74","M","0.5884",1798,0.4994444,10.01112,"09:00:00"," WMO"," SYNOP",1,726,60,6,2.6,1.2,75,29.96667
703148,703148,"05/03/2016","Greater London","roundshaw","00:30:17","VM70-74","M","0.5823",1817,0.5047222,9.906439,"09:00:00"," WMO"," SYNOP",1,726,310,8,1.1,0.9,96.1,30.28333
703180,703180,"12/03/2016","Greater London","roundshaw","00:37:19","VM65-69","M","0.4623",2239,0.6219444,8.039303,"09:00:00"," WMO"," SYNOP",1,726,30,3,3.5,3.5,100,37.31667
703217,703217,"12/03/2016","Greater London","roundshaw","00:29:33","VM70-74","M","0.5967",1773,0.4925,10.15228,"09:00:00"," WMO"," SYNOP",1,726,30,3,3.5,3.5,100,29.55
703225,703225,"19/03/2016","Greater London","roundshaw","00:30:05","VM65-69","M","0.5795",1805,0.5013889,9.972299,"09:00:00"," WMO"," SYNOP",1,726,30,9,5.3,4.4,85.6,30.08333
703243,703243,"19/03/2016","Greater London","roundshaw","00:36:46","VM65-69","M","0.4742",2206,0.6127778,8.159565,"09:00:00"," WMO"," SYNOP",1,726,30,9,5.3,4.4,85.6,36.76667
703283,703283,"26/03/2016","Greater London","roundshaw","00:29:54","VM65-69","M","0.5831",1794,0.4983333,10.03344,"09:00:00"," WMO"," SYNOP",1,726,170,11,7,6.9,98.5,29.9
703286,703286,"26/03/2016","Greater London","roundshaw","00:36:31","VM65-69","M","0.4774",2191,0.6086111,8.215427,"09:00:00"," WMO"," SYNOP",1,726,170,11,7,6.9,98.5,36.51667
703345,703345,"02/04/2016","Greater London","roundshaw","00:29:37","VM65-69","M","0.5886",1777,0.4936111,10.12943,"09:00:00"," WMO"," SYNOP",1,726,180,7,10,7.2,64.3,29.61667
703348,703348,"02/04/2016","Greater London","roundshaw","00:24:58","VM65-69","M","0.6842",1498,0.4161111,12.01602,"09:00:00"," WMO"," SYNOP",1,726,180,7,10,7.2,64.3,24.96667
703350,703350,"02/04/2016","Greater London","roundshaw","00:37:47","VM65-69","M","0.4566",2267,0.6297222,7.940009,"09:00:00"," WMO"," SYNOP",1,726,180,7,10,7.2,64.3,37.78333
703353,703353,"02/04/2016","Greater London","roundshaw","00:26:53","VM65-69","M","0.6355",1613,0.4480556,11.15933,"09:00:00"," WMO"," SYNOP",1,726,180,7,10,7.2,64.3,26.88333
703406,703406,"09/04/2016","Greater London","roundshaw","00:36:47","VM65-69","M","0.4739",2207,0.6130556,8.155868,"09:00:00"," WMO"," SYNOP",1,726,220,5,6.8,6.3,92.6,36.78333
703427,703427,"09/04/2016","Greater London","roundshaw","00:30:58","VM70-74","M","0.5694",1858,0.5161111,9.687836,"09:00:00"," WMO"," SYNOP",1,726,220,5,6.8,6.3,92.6,30.96667
703447,703447,"16/04/2016","Greater London","roundshaw","00:30:17","VM65-69","M","0.5757",1817,0.5047222,9.906439,"09:00:00"," WMO"," SYNOP",1,726,310,7,4.8,4.1,88.7,30.28333
703455,703455,"16/04/2016","Greater London","roundshaw","00:36:32","VM65-69","M","0.4722",2192,0.6088889,8.211679,"09:00:00"," WMO"," SYNOP",1,726,310,7,4.8,4.1,88.7,36.53333
703456,703456,"16/04/2016","Greater London","roundshaw","00:35:50","VM65-69","M","0.4865",2150,0.5972222,8.372093,"09:00:00"," WMO"," SYNOP",1,726,310,7,4.8,4.1,88.7,35.83333
703463,703463,"16/04/2016","Greater London","roundshaw","00:29:55","VM65-69","M","0.571",1795,0.4986111,10.02786,"09:00:00"," WMO"," SYNOP",1,726,310,7,4.8,4.1,88.7,29.91667
703505,703505,"23/04/2016","Greater London","roundshaw","00:29:10","VM70-74","M","0.6046",1750,0.4861111,10.28571,"09:00:00"," WMO"," SYNOP",1,726,30,9,5.3,3.9,77.9,29.16667
703507,703507,"23/04/2016","Greater London","roundshaw","00:29:01","VM65-69","M","0.6008",1741,0.4836111,10.33889,"09:00:00"," WMO"," SYNOP",1,726,30,9,5.3,3.9,77.9,29.01667
703510,703510,"23/04/2016","Greater London","roundshaw","00:34:49","VM65-69","M","0.5007",2089,0.5802778,8.616563,"09:00:00"," WMO"," SYNOP",1,726,30,9,5.3,3.9,77.9,34.81667
703511,703511,"23/04/2016","Greater London","roundshaw","00:25:20","VM65-69","M","0.6743",1520,0.4222222,11.84211,"09:00:00"," WMO"," SYNOP",1,726,30,9,5.3,3.9,77.9,25.33333
703587,703587,"30/04/2016","Greater London","roundshaw","00:28:33","VM65-69","M","0.6106",1713,0.4758333,10.50788,"09:00:00"," WMO"," SYNOP",1,726,330,6,8,5.7,67.8,28.55
703592,703592,"30/04/2016","Greater London","roundshaw","00:34:02","VM65-69","M","0.5122",2042,0.5672222,8.814887,"09:00:00"," WMO"," SYNOP",1,726,330,6,8,5.7,67.8,34.03333
703630,703630,"30/04/2016","Greater London","roundshaw","00:31:12","VM70-74","M","0.5652",1872,0.52,9.615385,"09:00:00"," WMO"," SYNOP",1,726,330,6,8,5.7,67.8,31.2
703644,703644,"07/05/2016","Greater London","roundshaw","00:37:04","VM65-69","M","0.4654",2224,0.6177778,8.093525,"09:00:00"," WMO"," SYNOP",1,726,130,5,18,14.3,64.5,37.06667
703670,703670,"07/05/2016","Greater London","roundshaw","00:28:56","VM70-74","M","0.6094",1736,0.4822222,10.36866,"09:00:00"," WMO"," SYNOP",1,726,130,5,18,14.3,64.5,28.93333
703671,703671,"07/05/2016","Greater London","roundshaw","00:29:51","VM65-69","M","0.5779",1791,0.4975,10.05025,"09:00:00"," WMO"," SYNOP",1,726,130,5,18,14.3,64.5,29.85
703686,703686,"07/05/2016","Greater London","roundshaw","00:33:57","VM65-69","M","0.5135",2037,0.5658333,8.836524,"09:00:00"," WMO"," SYNOP",1,726,130,5,18,14.3,64.5,33.95
703714,703714,"07/05/2016","Greater London","roundshaw","00:31:20","VM70-74","M","0.5628",1880,0.5222222,9.574468,"09:00:00"," WMO"," SYNOP",1,726,130,5,18,14.3,64.5,31.33333
703747,703747,"14/05/2016","Greater London","roundshaw","00:25:19","VM65-69","M","0.6748",1519,0.4219444,11.8499,"09:00:00"," WMO"," SYNOP",1,726,20,9,8.3,5.5,61.6,25.31667
703779,703779,"14/05/2016","Greater London","roundshaw","00:35:32","VM65-69","M","0.4906",2132,0.5922222,8.442777,"09:00:00"," WMO"," SYNOP",1,726,20,9,8.3,5.5,61.6,35.53333
703785,703785,"21/05/2016","Greater London","roundshaw","00:28:18","VM65-69","M","0.616",1698,0.4716667,10.60071,"09:00:00"," WMO"," SYNOP",1,726,210,12,13.3,12.1,86.1,28.3
703797,703797,"21/05/2016","Greater London","roundshaw","00:30:51","VM70-74","M","0.5716",1851,0.5141667,9.724473,"09:00:00"," WMO"," SYNOP",1,726,210,12,13.3,12.1,86.1,30.85
703805,703805,"21/05/2016","Greater London","roundshaw","00:47:24","VM65-69","M","0.3537",2844,0.79,6.329114,"09:00:00"," WMO"," SYNOP",1,726,210,12,13.3,12.1,86.1,47.4
